Cluster_norm,Cluster
Cluster-866.11,Cluster_866_11.p1
Cluster-866.13,Cluster_866_13.p1
Cluster-866.14,Cluster_866_14.p1
Cluster-61635.0,Cluster_61635_0.p1
Cluster-8023.0,Cluster_8023_0.p1
Cluster-60010.0,Cluster_60010_0.p1
Cluster-60010.0,Cluster_60010_0.p2
Cluster-54041.1,Cluster_54041_1.p1
Cluster-42284.40,Cluster_42284_40.p1
Cluster-42284.40,Cluster_42284_40.p2
Cluster-42284.43,Cluster_42284_43.p1
Cluster-42284.43,Cluster_42284_43.p2
Cluster-42284.43,Cluster_42284_43.p3
Cluster-42284.42,Cluster_42284_42.p1
Cluster-42284.42,Cluster_42284_42.p2
Cluster-42284.42,Cluster_42284_42.p3
Cluster-60277.0,Cluster_60277_0.p1
Cluster-60277.0,Cluster_60277_0.p2
Cluster-7869.4,Cluster_7869_4.p1
Cluster-7869.4,Cluster_7869_4.p2
Cluster-7869.3,Cluster_7869_3.p1
Cluster-7869.3,Cluster_7869_3.p2
Cluster-7869.3,Cluster_7869_3.p3
Cluster-7869.3,Cluster_7869_3.p4
Cluster-1895.10,Cluster_1895_10.p1
Cluster-1895.10,Cluster_1895_10.p2
Cluster-1895.11,Cluster_1895_11.p1
Cluster-16170.0,Cluster_16170_0.p1
Cluster-16170.0,Cluster_16170_0.p2
Cluster-1895.19,Cluster_1895_19.p1
Cluster-49159.0,Cluster_49159_0.p1
Cluster-49159.0,Cluster_49159_0.p2
Cluster-49159.0,Cluster_49159_0.p3
Cluster-57150.3,Cluster_57150_3.p1
Cluster-27288.0,Cluster_27288_0.p1
Cluster-57150.1,Cluster_57150_1.p1
Cluster-54596.0,Cluster_54596_0.p1
Cluster-54596.0,Cluster_54596_0.p2
Cluster-54596.0,Cluster_54596_0.p3
Cluster-54968.0,Cluster_54968_0.p1
Cluster-2439.1,Cluster_2439_1.p1
Cluster-2439.3,Cluster_2439_3.p1
Cluster-2439.3,Cluster_2439_3.p2
Cluster-6711.6,Cluster_6711_6.p1
Cluster-37177.1,Cluster_37177_1.p1
Cluster-37177.0,Cluster_37177_0.p1
Cluster-18331.12,Cluster_18331_12.p1
Cluster-38907.1,Cluster_38907_1.p1
Cluster-41648.0,Cluster_41648_0.p1
Cluster-2556.0,Cluster_2556_0.p1
Cluster-62960.0,Cluster_62960_0.p1
Cluster-59152.0,Cluster_59152_0.p1
Cluster-59152.0,Cluster_59152_0.p2
Cluster-43890.0,Cluster_43890_0.p1
Cluster-52891.0,Cluster_52891_0.p1
Cluster-52891.0,Cluster_52891_0.p2
Cluster-52891.0,Cluster_52891_0.p3
Cluster-40439.0,Cluster_40439_0.p1
Cluster-40439.0,Cluster_40439_0.p2
Cluster-50104.1,Cluster_50104_1.p1
Cluster-50104.1,Cluster_50104_1.p2
Cluster-51344.2,Cluster_51344_2.p1
Cluster-2650.12,Cluster_2650_12.p1
Cluster-2650.12,Cluster_2650_12.p2
Cluster-2650.12,Cluster_2650_12.p3
Cluster-2650.12,Cluster_2650_12.p4
Cluster-2650.12,Cluster_2650_12.p5
Cluster-57416.1,Cluster_57416_1.p1
Cluster-57416.1,Cluster_57416_1.p2
Cluster-57416.0,Cluster_57416_0.p1
Cluster-57416.0,Cluster_57416_0.p2
Cluster-50700.0,Cluster_50700_0.p1
Cluster-50700.0,Cluster_50700_0.p2
Cluster-50700.0,Cluster_50700_0.p3
Cluster-50700.0,Cluster_50700_0.p4
Cluster-50700.0,Cluster_50700_0.p5
Cluster-50700.0,Cluster_50700_0.p6
Cluster-23364.2,Cluster_23364_2.p1
Cluster-53520.0,Cluster_53520_0.p1
Cluster-61926.0,Cluster_61926_0.p1
Cluster-42481.3,Cluster_42481_3.p1
Cluster-31209.1,Cluster_31209_1.p1
Cluster-31209.1,Cluster_31209_1.p2
Cluster-31209.1,Cluster_31209_1.p3
Cluster-31209.1,Cluster_31209_1.p4
Cluster-26161.0,Cluster_26161_0.p1
Cluster-26161.0,Cluster_26161_0.p2
Cluster-28371.0,Cluster_28371_0.p1
Cluster-28371.0,Cluster_28371_0.p2
Cluster-2168.0,Cluster_2168_0.p1
Cluster-44395.2,Cluster_44395_2.p1
Cluster-44395.2,Cluster_44395_2.p2
Cluster-17530.5,Cluster_17530_5.p1
Cluster-28490.0,Cluster_28490_0.p1
Cluster-28490.0,Cluster_28490_0.p2
Cluster-33227.4,Cluster_33227_4.p1
Cluster-31209.0,Cluster_31209_0.p1
Cluster-31209.0,Cluster_31209_0.p2
Cluster-31209.0,Cluster_31209_0.p3
Cluster-31209.0,Cluster_31209_0.p4
Cluster-31209.0,Cluster_31209_0.p5
Cluster-31209.0,Cluster_31209_0.p6
Cluster-39999.2,Cluster_39999_2.p1
Cluster-39999.2,Cluster_39999_2.p2
Cluster-39999.2,Cluster_39999_2.p3
Cluster-39999.1,Cluster_39999_1.p1
Cluster-39999.1,Cluster_39999_1.p2
Cluster-39999.1,Cluster_39999_1.p3
Cluster-39999.0,Cluster_39999_0.p1
Cluster-39999.0,Cluster_39999_0.p2
Cluster-39999.0,Cluster_39999_0.p3
Cluster-32699.0,Cluster_32699_0.p1
Cluster-1412.0,Cluster_1412_0.p1
Cluster-59747.2,Cluster_59747_2.p1
Cluster-59747.0,Cluster_59747_0.p1
Cluster-59747.0,Cluster_59747_0.p2
Cluster-59747.0,Cluster_59747_0.p3
Cluster-59747.0,Cluster_59747_0.p4
Cluster-59747.1,Cluster_59747_1.p1
Cluster-59747.1,Cluster_59747_1.p2
Cluster-35274.5,Cluster_35274_5.p1
Cluster-35274.2,Cluster_35274_2.p1
Cluster-35274.2,Cluster_35274_2.p2
Cluster-35274.1,Cluster_35274_1.p1
Cluster-35274.0,Cluster_35274_0.p1
Cluster-30730.9,Cluster_30730_9.p1
Cluster-30730.5,Cluster_30730_5.p1
Cluster-30730.4,Cluster_30730_4.p1
Cluster-30730.4,Cluster_30730_4.p2
Cluster-30730.7,Cluster_30730_7.p1
Cluster-30730.6,Cluster_30730_6.p1
Cluster-30730.1,Cluster_30730_1.p1
Cluster-30730.0,Cluster_30730_0.p1
Cluster-30730.0,Cluster_30730_0.p2
Cluster-30730.0,Cluster_30730_0.p3
Cluster-30730.3,Cluster_30730_3.p1
Cluster-30730.2,Cluster_30730_2.p1
Cluster-30730.2,Cluster_30730_2.p2
Cluster-49486.0,Cluster_49486_0.p1
Cluster-37593.0,Cluster_37593_0.p1
Cluster-45531.1,Cluster_45531_1.p1
Cluster-45531.1,Cluster_45531_1.p2
Cluster-37513.0,Cluster_37513_0.p1
Cluster-37513.0,Cluster_37513_0.p2
Cluster-37513.0,Cluster_37513_0.p3
Cluster-37513.0,Cluster_37513_0.p4
Cluster-10232.0,Cluster_10232_0.p1
Cluster-10232.0,Cluster_10232_0.p2
Cluster-10232.1,Cluster_10232_1.p1
Cluster-10232.1,Cluster_10232_1.p2
Cluster-43187.1,Cluster_43187_1.p1
Cluster-43187.0,Cluster_43187_0.p1
Cluster-43187.0,Cluster_43187_0.p2
Cluster-21860.0,Cluster_21860_0.p1
Cluster-42773.1,Cluster_42773_1.p1
Cluster-42773.1,Cluster_42773_1.p2
Cluster-2380.0,Cluster_2380_0.p1
Cluster-2380.0,Cluster_2380_0.p2
Cluster-2380.0,Cluster_2380_0.p3
Cluster-8343.0,Cluster_8343_0.p1
Cluster-10269.0,Cluster_10269_0.p1
Cluster-10269.0,Cluster_10269_0.p2
Cluster-10269.0,Cluster_10269_0.p3
Cluster-10269.1,Cluster_10269_1.p1
Cluster-10269.1,Cluster_10269_1.p2
Cluster-10269.2,Cluster_10269_2.p1
Cluster-10269.3,Cluster_10269_3.p1
Cluster-10269.3,Cluster_10269_3.p2
Cluster-56209.0,Cluster_56209_0.p1
Cluster-50921.0,Cluster_50921_0.p1
Cluster-45051.1,Cluster_45051_1.p1
Cluster-42654.1,Cluster_42654_1.p1
Cluster-45051.2,Cluster_45051_2.p1
Cluster-45051.2,Cluster_45051_2.p2
Cluster-45051.2,Cluster_45051_2.p3
Cluster-28724.5,Cluster_28724_5.p1
Cluster-28724.5,Cluster_28724_5.p2
Cluster-32231.0,Cluster_32231_0.p1
Cluster-28724.3,Cluster_28724_3.p1
Cluster-28724.3,Cluster_28724_3.p2
Cluster-19158.2,Cluster_19158_2.p1
Cluster-28724.1,Cluster_28724_1.p1
Cluster-28724.1,Cluster_28724_1.p2
Cluster-28724.0,Cluster_28724_0.p1
Cluster-28724.0,Cluster_28724_0.p2
Cluster-35082.0,Cluster_35082_0.p1
Cluster-35082.0,Cluster_35082_0.p2
Cluster-35082.0,Cluster_35082_0.p3
Cluster-45462.2,Cluster_45462_2.p1
Cluster-45462.2,Cluster_45462_2.p2
Cluster-45462.1,Cluster_45462_1.p1
Cluster-43623.14,Cluster_43623_14.p1
Cluster-43623.15,Cluster_43623_15.p1
Cluster-43623.16,Cluster_43623_16.p1
Cluster-43623.10,Cluster_43623_10.p1
Cluster-43623.12,Cluster_43623_12.p1
Cluster-43623.12,Cluster_43623_12.p2
Cluster-43623.12,Cluster_43623_12.p3
Cluster-43623.19,Cluster_43623_19.p1
Cluster-46817.2,Cluster_46817_2.p1
Cluster-46817.2,Cluster_46817_2.p2
Cluster-59175.0,Cluster_59175_0.p1
Cluster-29059.0,Cluster_29059_0.p1
Cluster-35485.3,Cluster_35485_3.p1
Cluster-14432.0,Cluster_14432_0.p1
Cluster-29778.0,Cluster_29778_0.p1
Cluster-40335.6,Cluster_40335_6.p1
Cluster-40335.6,Cluster_40335_6.p2
Cluster-40335.6,Cluster_40335_6.p3
Cluster-40335.6,Cluster_40335_6.p4
Cluster-40335.6,Cluster_40335_6.p5
Cluster-40335.6,Cluster_40335_6.p6
Cluster-40335.6,Cluster_40335_6.p7
Cluster-40335.6,Cluster_40335_6.p8
Cluster-40335.5,Cluster_40335_5.p1
Cluster-40335.5,Cluster_40335_5.p2
Cluster-40335.4,Cluster_40335_4.p1
Cluster-40335.4,Cluster_40335_4.p2
Cluster-40335.3,Cluster_40335_3.p1
Cluster-40335.3,Cluster_40335_3.p2
Cluster-40335.2,Cluster_40335_2.p1
Cluster-40335.2,Cluster_40335_2.p2
Cluster-40335.1,Cluster_40335_1.p1
Cluster-40335.1,Cluster_40335_1.p2
Cluster-1289.5,Cluster_1289_5.p1
Cluster-46817.1,Cluster_46817_1.p1
Cluster-46817.1,Cluster_46817_1.p2
Cluster-26369.0,Cluster_26369_0.p1
Cluster-26369.0,Cluster_26369_0.p2
Cluster-39458.0,Cluster_39458_0.p1
Cluster-39048.3,Cluster_39048_3.p1
Cluster-42971.4,Cluster_42971_4.p1
Cluster-42971.4,Cluster_42971_4.p2
Cluster-39029.0,Cluster_39029_0.p1
Cluster-20105.0,Cluster_20105_0.p1
Cluster-30415.0,Cluster_30415_0.p1
Cluster-12279.0,Cluster_12279_0.p1
Cluster-58526.0,Cluster_58526_0.p1
Cluster-58526.0,Cluster_58526_0.p2
Cluster-56798.3,Cluster_56798_3.p1
Cluster-5122.3,Cluster_5122_3.p1
Cluster-5122.4,Cluster_5122_4.p1
Cluster-5122.6,Cluster_5122_6.p1
Cluster-9960.0,Cluster_9960_0.p1
Cluster-30394.3,Cluster_30394_3.p1
Cluster-30394.3,Cluster_30394_3.p2
Cluster-30394.1,Cluster_30394_1.p1
Cluster-30394.1,Cluster_30394_1.p2
Cluster-30394.0,Cluster_30394_0.p1
Cluster-30394.0,Cluster_30394_0.p2
Cluster-30394.6,Cluster_30394_6.p1
Cluster-30394.5,Cluster_30394_5.p1
Cluster-30394.5,Cluster_30394_5.p2
Cluster-53214.1,Cluster_53214_1.p1
Cluster-53214.1,Cluster_53214_1.p2
Cluster-31474.4,Cluster_31474_4.p1
Cluster-37466.3,Cluster_37466_3.p1
Cluster-37466.3,Cluster_37466_3.p2
Cluster-37466.3,Cluster_37466_3.p3
Cluster-37466.0,Cluster_37466_0.p1
Cluster-37466.0,Cluster_37466_0.p2
Cluster-37466.1,Cluster_37466_1.p1
Cluster-37466.1,Cluster_37466_1.p2
Cluster-37466.1,Cluster_37466_1.p3
Cluster-37466.1,Cluster_37466_1.p4
Cluster-37466.6,Cluster_37466_6.p1
Cluster-37466.4,Cluster_37466_4.p1
Cluster-37466.4,Cluster_37466_4.p2
Cluster-37466.4,Cluster_37466_4.p3
Cluster-37466.5,Cluster_37466_5.p1
Cluster-37466.5,Cluster_37466_5.p2
Cluster-38540.2,Cluster_38540_2.p1
Cluster-34015.0,Cluster_34015_0.p1
Cluster-34015.0,Cluster_34015_0.p2
Cluster-34015.0,Cluster_34015_0.p3
Cluster-43651.3,Cluster_43651_3.p1
Cluster-43651.3,Cluster_43651_3.p2
Cluster-10273.0,Cluster_10273_0.p1
Cluster-53214.0,Cluster_53214_0.p1
Cluster-53214.0,Cluster_53214_0.p2
Cluster-53214.0,Cluster_53214_0.p3
Cluster-36853.5,Cluster_36853_5.p1
Cluster-36853.5,Cluster_36853_5.p2
Cluster-36853.4,Cluster_36853_4.p1
Cluster-36853.7,Cluster_36853_7.p1
Cluster-36853.1,Cluster_36853_1.p1
Cluster-36853.0,Cluster_36853_0.p1
Cluster-36853.3,Cluster_36853_3.p1
Cluster-36853.2,Cluster_36853_2.p1
Cluster-10447.10,Cluster_10447_10.p1
Cluster-10447.11,Cluster_10447_11.p1
Cluster-61231.0,Cluster_61231_0.p1
Cluster-36339.0,Cluster_36339_0.p1
Cluster-56591.0,Cluster_56591_0.p1
Cluster-50713.1,Cluster_50713_1.p1
Cluster-41184.2,Cluster_41184_2.p1
Cluster-41184.2,Cluster_41184_2.p2
Cluster-41184.2,Cluster_41184_2.p3
Cluster-41184.3,Cluster_41184_3.p1
Cluster-41184.3,Cluster_41184_3.p2
Cluster-41184.3,Cluster_41184_3.p3
Cluster-41184.6,Cluster_41184_6.p1
Cluster-41184.6,Cluster_41184_6.p2
Cluster-41184.6,Cluster_41184_6.p3
Cluster-41184.4,Cluster_41184_4.p1
Cluster-41184.4,Cluster_41184_4.p2
Cluster-41184.4,Cluster_41184_4.p3
Cluster-51460.0,Cluster_51460_0.p1
Cluster-51460.0,Cluster_51460_0.p2
Cluster-60554.0,Cluster_60554_0.p1
Cluster-39093.0,Cluster_39093_0.p1
Cluster-39093.0,Cluster_39093_0.p2
Cluster-39093.0,Cluster_39093_0.p3
Cluster-50083.0,Cluster_50083_0.p1
Cluster-50083.0,Cluster_50083_0.p2
Cluster-50083.0,Cluster_50083_0.p3
Cluster-50083.0,Cluster_50083_0.p4
Cluster-22609.9,Cluster_22609_9.p1
Cluster-22609.8,Cluster_22609_8.p1
Cluster-22609.8,Cluster_22609_8.p2
Cluster-13941.0,Cluster_13941_0.p1
Cluster-22609.6,Cluster_22609_6.p1
Cluster-22609.6,Cluster_22609_6.p2
Cluster-22609.5,Cluster_22609_5.p1
Cluster-22609.4,Cluster_22609_4.p1
Cluster-55297.1,Cluster_55297_1.p1
Cluster-55297.1,Cluster_55297_1.p2
Cluster-55297.1,Cluster_55297_1.p3
Cluster-55297.1,Cluster_55297_1.p4
Cluster-49369.0,Cluster_49369_0.p1
Cluster-49369.0,Cluster_49369_0.p2
Cluster-49369.0,Cluster_49369_0.p3
Cluster-33185.0,Cluster_33185_0.p1
Cluster-55312.0,Cluster_55312_0.p1
Cluster-49598.0,Cluster_49598_0.p1
Cluster-55312.2,Cluster_55312_2.p1
Cluster-55312.2,Cluster_55312_2.p2
Cluster-55312.2,Cluster_55312_2.p3
Cluster-55312.2,Cluster_55312_2.p4
Cluster-41556.2,Cluster_41556_2.p1
Cluster-37480.0,Cluster_37480_0.p1
Cluster-37480.0,Cluster_37480_0.p2
Cluster-33857.0,Cluster_33857_0.p1
Cluster-33857.0,Cluster_33857_0.p2
Cluster-16761.10,Cluster_16761_10.p1
Cluster-11308.3,Cluster_11308_3.p1
Cluster-11308.5,Cluster_11308_5.p1
Cluster-57180.1,Cluster_57180_1.p1
Cluster-57180.1,Cluster_57180_1.p2
Cluster-57180.1,Cluster_57180_1.p3
Cluster-26225.1,Cluster_26225_1.p1
Cluster-26225.3,Cluster_26225_3.p1
Cluster-26225.2,Cluster_26225_2.p1
Cluster-61857.0,Cluster_61857_0.p1
Cluster-1258.0,Cluster_1258_0.p1
Cluster-58074.0,Cluster_58074_0.p1
Cluster-58074.1,Cluster_58074_1.p1
Cluster-58074.1,Cluster_58074_1.p2
Cluster-58074.2,Cluster_58074_2.p1
Cluster-58074.2,Cluster_58074_2.p2
Cluster-34231.0,Cluster_34231_0.p1
Cluster-62922.0,Cluster_62922_0.p1
Cluster-36934.0,Cluster_36934_0.p1
Cluster-43385.0,Cluster_43385_0.p1
Cluster-43385.0,Cluster_43385_0.p2
Cluster-55517.3,Cluster_55517_3.p1
Cluster-55517.2,Cluster_55517_2.p1
Cluster-55517.1,Cluster_55517_1.p1
Cluster-55517.0,Cluster_55517_0.p1
Cluster-32900.0,Cluster_32900_0.p1
Cluster-58084.2,Cluster_58084_2.p1
Cluster-53447.0,Cluster_53447_0.p1
Cluster-53447.0,Cluster_53447_0.p2
Cluster-53447.0,Cluster_53447_0.p3
Cluster-57385.0,Cluster_57385_0.p1
Cluster-1770.0,Cluster_1770_0.p1
Cluster-1770.0,Cluster_1770_0.p2
Cluster-1770.0,Cluster_1770_0.p3
Cluster-29531.0,Cluster_29531_0.p1
Cluster-29531.0,Cluster_29531_0.p2
Cluster-29531.0,Cluster_29531_0.p3
Cluster-29531.0,Cluster_29531_0.p4
Cluster-29531.0,Cluster_29531_0.p5
Cluster-29531.0,Cluster_29531_0.p6
Cluster-29531.0,Cluster_29531_0.p7
Cluster-29531.1,Cluster_29531_1.p1
Cluster-29531.1,Cluster_29531_1.p2
Cluster-29531.1,Cluster_29531_1.p3
Cluster-29531.1,Cluster_29531_1.p4
Cluster-29531.1,Cluster_29531_1.p5
Cluster-29531.1,Cluster_29531_1.p6
Cluster-29531.1,Cluster_29531_1.p7
Cluster-29531.1,Cluster_29531_1.p8
Cluster-29531.1,Cluster_29531_1.p9
Cluster-29531.2,Cluster_29531_2.p1
Cluster-29531.2,Cluster_29531_2.p2
Cluster-29531.3,Cluster_29531_3.p1
Cluster-29531.3,Cluster_29531_3.p2
Cluster-49132.1,Cluster_49132_1.p1
Cluster-49132.1,Cluster_49132_1.p2
Cluster-49132.1,Cluster_49132_1.p3
Cluster-49132.1,Cluster_49132_1.p4
Cluster-49132.1,Cluster_49132_1.p5
Cluster-49132.0,Cluster_49132_0.p1
Cluster-49132.0,Cluster_49132_0.p2
Cluster-49132.0,Cluster_49132_0.p3
Cluster-23329.1,Cluster_23329_1.p1
Cluster-23329.0,Cluster_23329_0.p1
Cluster-42103.0,Cluster_42103_0.p1
Cluster-42103.0,Cluster_42103_0.p2
Cluster-42103.0,Cluster_42103_0.p3
Cluster-42103.0,Cluster_42103_0.p4
Cluster-42103.0,Cluster_42103_0.p5
Cluster-7186.0,Cluster_7186_0.p1
Cluster-7116.0,Cluster_7116_0.p1
Cluster-7116.0,Cluster_7116_0.p2
Cluster-59930.0,Cluster_59930_0.p1
Cluster-59930.0,Cluster_59930_0.p2
Cluster-48549.0,Cluster_48549_0.p1
Cluster-48549.0,Cluster_48549_0.p2
Cluster-48549.2,Cluster_48549_2.p1
Cluster-33501.0,Cluster_33501_0.p1
Cluster-11455.0,Cluster_11455_0.p1
Cluster-11455.0,Cluster_11455_0.p2
Cluster-39376.0,Cluster_39376_0.p1
Cluster-39376.0,Cluster_39376_0.p2
Cluster-39376.0,Cluster_39376_0.p3
Cluster-39376.0,Cluster_39376_0.p4
Cluster-39376.0,Cluster_39376_0.p5
Cluster-39376.0,Cluster_39376_0.p6
Cluster-39376.1,Cluster_39376_1.p1
Cluster-39376.1,Cluster_39376_1.p2
Cluster-39376.1,Cluster_39376_1.p3
Cluster-39376.2,Cluster_39376_2.p1
Cluster-39376.2,Cluster_39376_2.p2
Cluster-39376.2,Cluster_39376_2.p3
Cluster-39376.2,Cluster_39376_2.p4
Cluster-39376.2,Cluster_39376_2.p5
Cluster-39376.2,Cluster_39376_2.p6
Cluster-34340.0,Cluster_34340_0.p1
Cluster-34340.0,Cluster_34340_0.p2
Cluster-34340.0,Cluster_34340_0.p3
Cluster-17272.0,Cluster_17272_0.p1
Cluster-38035.2,Cluster_38035_2.p1
Cluster-38035.1,Cluster_38035_1.p1
Cluster-27652.0,Cluster_27652_0.p1
Cluster-57244.0,Cluster_57244_0.p1
Cluster-50289.1,Cluster_50289_1.p1
Cluster-1051.1,Cluster_1051_1.p1
Cluster-36447.0,Cluster_36447_0.p1
Cluster-39491.0,Cluster_39491_0.p1
Cluster-39491.0,Cluster_39491_0.p2
Cluster-39491.1,Cluster_39491_1.p1
Cluster-39491.1,Cluster_39491_1.p2
Cluster-39491.1,Cluster_39491_1.p3
Cluster-13582.0,Cluster_13582_0.p1
Cluster-61009.0,Cluster_61009_0.p1
Cluster-55642.2,Cluster_55642_2.p1
Cluster-55642.0,Cluster_55642_0.p1
Cluster-55972.1,Cluster_55972_1.p1
Cluster-21417.0,Cluster_21417_0.p1
Cluster-5926.1,Cluster_5926_1.p1
Cluster-5926.1,Cluster_5926_1.p2
Cluster-5926.0,Cluster_5926_0.p1
Cluster-5926.0,Cluster_5926_0.p2
Cluster-55965.0,Cluster_55965_0.p1
Cluster-39985.0,Cluster_39985_0.p1
Cluster-24865.0,Cluster_24865_0.p1
Cluster-14134.1,Cluster_14134_1.p1
Cluster-14134.1,Cluster_14134_1.p2
Cluster-14134.1,Cluster_14134_1.p3
Cluster-39985.2,Cluster_39985_2.p1
Cluster-14264.0,Cluster_14264_0.p1
Cluster-58197.0,Cluster_58197_0.p1
Cluster-58197.0,Cluster_58197_0.p2
Cluster-58197.0,Cluster_58197_0.p3
Cluster-38474.0,Cluster_38474_0.p1
Cluster-7063.0,Cluster_7063_0.p1
Cluster-7063.0,Cluster_7063_0.p2
Cluster-59134.0,Cluster_59134_0.p1
Cluster-59134.0,Cluster_59134_0.p2
Cluster-27534.0,Cluster_27534_0.p1
Cluster-3394.0,Cluster_3394_0.p1
Cluster-44206.1,Cluster_44206_1.p1
Cluster-44206.1,Cluster_44206_1.p2
Cluster-44206.5,Cluster_44206_5.p1
Cluster-44206.5,Cluster_44206_5.p2
Cluster-27858.0,Cluster_27858_0.p1
Cluster-27858.0,Cluster_27858_0.p2
Cluster-40260.1,Cluster_40260_1.p1
Cluster-53896.8,Cluster_53896_8.p1
Cluster-8292.0,Cluster_8292_0.p1
Cluster-44598.2,Cluster_44598_2.p1
Cluster-55426.0,Cluster_55426_0.p1
Cluster-53201.5,Cluster_53201_5.p1
Cluster-28330.0,Cluster_28330_0.p1
Cluster-30839.0,Cluster_30839_0.p1
Cluster-12977.0,Cluster_12977_0.p1
Cluster-12977.0,Cluster_12977_0.p2
Cluster-61334.0,Cluster_61334_0.p1
Cluster-61334.0,Cluster_61334_0.p2
Cluster-20993.2,Cluster_20993_2.p1
Cluster-20993.2,Cluster_20993_2.p2
Cluster-20993.1,Cluster_20993_1.p1
Cluster-30490.0,Cluster_30490_0.p1
Cluster-52513.0,Cluster_52513_0.p1
Cluster-46364.0,Cluster_46364_0.p1
Cluster-46364.0,Cluster_46364_0.p2
Cluster-46467.3,Cluster_46467_3.p1
Cluster-46467.3,Cluster_46467_3.p2
Cluster-46467.3,Cluster_46467_3.p3
Cluster-46467.1,Cluster_46467_1.p1
Cluster-46467.0,Cluster_46467_0.p1
Cluster-56845.2,Cluster_56845_2.p1
Cluster-56845.2,Cluster_56845_2.p2
Cluster-56845.2,Cluster_56845_2.p3
Cluster-62897.0,Cluster_62897_0.p1
Cluster-56845.1,Cluster_56845_1.p1
Cluster-56845.1,Cluster_56845_1.p2
Cluster-56845.1,Cluster_56845_1.p3
Cluster-56845.1,Cluster_56845_1.p4
Cluster-40703.8,Cluster_40703_8.p1
Cluster-40703.8,Cluster_40703_8.p2
Cluster-27915.0,Cluster_27915_0.p1
Cluster-35141.0,Cluster_35141_0.p1
Cluster-35141.0,Cluster_35141_0.p2
Cluster-35141.0,Cluster_35141_0.p3
Cluster-40703.5,Cluster_40703_5.p1
Cluster-40703.5,Cluster_40703_5.p2
Cluster-3314.2,Cluster_3314_2.p1
Cluster-40703.1,Cluster_40703_1.p1
Cluster-40703.1,Cluster_40703_1.p2
Cluster-3314.1,Cluster_3314_1.p1
Cluster-15685.0,Cluster_15685_0.p1
Cluster-15685.0,Cluster_15685_0.p2
Cluster-62576.0,Cluster_62576_0.p1
Cluster-39179.0,Cluster_39179_0.p1
Cluster-61817.0,Cluster_61817_0.p1
Cluster-61817.0,Cluster_61817_0.p2
Cluster-47338.0,Cluster_47338_0.p1
Cluster-47338.0,Cluster_47338_0.p2
Cluster-26413.0,Cluster_26413_0.p1
Cluster-26413.0,Cluster_26413_0.p2
Cluster-26413.1,Cluster_26413_1.p1
Cluster-26413.1,Cluster_26413_1.p2
Cluster-61842.0,Cluster_61842_0.p1
Cluster-14391.0,Cluster_14391_0.p1
Cluster-20604.4,Cluster_20604_4.p1
Cluster-20604.4,Cluster_20604_4.p2
Cluster-20604.4,Cluster_20604_4.p3
Cluster-20604.5,Cluster_20604_5.p1
Cluster-20604.5,Cluster_20604_5.p2
Cluster-20604.6,Cluster_20604_6.p1
Cluster-20604.6,Cluster_20604_6.p2
Cluster-20604.6,Cluster_20604_6.p3
Cluster-20604.0,Cluster_20604_0.p1
Cluster-20604.2,Cluster_20604_2.p1
Cluster-20604.2,Cluster_20604_2.p2
Cluster-20604.2,Cluster_20604_2.p3
Cluster-20604.3,Cluster_20604_3.p1
Cluster-18689.0,Cluster_18689_0.p1
Cluster-20604.8,Cluster_20604_8.p1
Cluster-20604.8,Cluster_20604_8.p2
Cluster-20604.8,Cluster_20604_8.p3
Cluster-20604.9,Cluster_20604_9.p1
Cluster-20604.9,Cluster_20604_9.p2
Cluster-43329.5,Cluster_43329_5.p1
Cluster-43329.5,Cluster_43329_5.p2
Cluster-43329.5,Cluster_43329_5.p3
Cluster-53898.0,Cluster_53898_0.p1
Cluster-53898.0,Cluster_53898_0.p2
Cluster-53898.0,Cluster_53898_0.p3
Cluster-53898.0,Cluster_53898_0.p4
Cluster-21821.1,Cluster_21821_1.p1
Cluster-59071.0,Cluster_59071_0.p1
Cluster-59071.1,Cluster_59071_1.p1
Cluster-43610.0,Cluster_43610_0.p1
Cluster-43610.0,Cluster_43610_0.p2
Cluster-43610.0,Cluster_43610_0.p3
Cluster-43610.0,Cluster_43610_0.p4
Cluster-43610.0,Cluster_43610_0.p5
Cluster-44945.0,Cluster_44945_0.p1
Cluster-44945.0,Cluster_44945_0.p2
Cluster-6133.0,Cluster_6133_0.p1
Cluster-46421.6,Cluster_46421_6.p1
Cluster-46421.6,Cluster_46421_6.p2
Cluster-40437.0,Cluster_40437_0.p1
Cluster-40437.0,Cluster_40437_0.p2
Cluster-40437.0,Cluster_40437_0.p3
Cluster-58725.1,Cluster_58725_1.p1
Cluster-58725.1,Cluster_58725_1.p2
Cluster-46797.0,Cluster_46797_0.p1
Cluster-46797.0,Cluster_46797_0.p2
Cluster-38983.1,Cluster_38983_1.p1
Cluster-50555.1,Cluster_50555_1.p1
Cluster-53923.0,Cluster_53923_0.p1
Cluster-53923.0,Cluster_53923_0.p2
Cluster-53923.1,Cluster_53923_1.p1
Cluster-53923.1,Cluster_53923_1.p2
Cluster-15941.0,Cluster_15941_0.p1
Cluster-15941.0,Cluster_15941_0.p2
Cluster-15941.0,Cluster_15941_0.p3
Cluster-38663.9,Cluster_38663_9.p1
Cluster-38663.9,Cluster_38663_9.p2
Cluster-38663.9,Cluster_38663_9.p3
Cluster-63003.0,Cluster_63003_0.p1
Cluster-58725.0,Cluster_58725_0.p1
Cluster-58725.0,Cluster_58725_0.p2
