Cluster_norm,Cluster
Cluster-41822.1,Cluster_41822_1.p1
Cluster-41822.1,Cluster_41822_1.p2
Cluster-61295.1,Cluster_61295_1.p1
Cluster-61295.1,Cluster_61295_1.p2
Cluster-58858.3,Cluster_58858_3.p1
Cluster-7035.0,Cluster_7035_0.p1
Cluster-59085.0,Cluster_59085_0.p1
Cluster-47657.0,Cluster_47657_0.p1
Cluster-50237.0,Cluster_50237_0.p1
Cluster-61295.0,Cluster_61295_0.p1
Cluster-60227.0,Cluster_60227_0.p1
Cluster-60227.0,Cluster_60227_0.p2
Cluster-28960.0,Cluster_28960_0.p1
Cluster-56545.0,Cluster_56545_0.p1
Cluster-56545.0,Cluster_56545_0.p2
Cluster-56545.0,Cluster_56545_0.p3
Cluster-56545.0,Cluster_56545_0.p4
Cluster-56545.0,Cluster_56545_0.p5
Cluster-46927.0,Cluster_46927_0.p1
Cluster-46927.0,Cluster_46927_0.p2
Cluster-9389.0,Cluster_9389_0.p1
Cluster-9389.1,Cluster_9389_1.p1
Cluster-37336.0,Cluster_37336_0.p1
Cluster-18776.0,Cluster_18776_0.p1
Cluster-52404.1,Cluster_52404_1.p1
Cluster-46104.4,Cluster_46104_4.p1
Cluster-46104.4,Cluster_46104_4.p2
Cluster-28750.1,Cluster_28750_1.p1
Cluster-28750.1,Cluster_28750_1.p2
Cluster-22678.1,Cluster_22678_1.p1
Cluster-40330.0,Cluster_40330_0.p1
Cluster-51299.1,Cluster_51299_1.p1
Cluster-51299.1,Cluster_51299_1.p2
Cluster-51299.1,Cluster_51299_1.p3
Cluster-2218.0,Cluster_2218_0.p1
Cluster-2218.0,Cluster_2218_0.p2
Cluster-2218.1,Cluster_2218_1.p1
Cluster-2218.1,Cluster_2218_1.p2
Cluster-33566.2,Cluster_33566_2.p1
Cluster-33566.1,Cluster_33566_1.p1
Cluster-48213.0,Cluster_48213_0.p1
Cluster-11794.0,Cluster_11794_0.p1
Cluster-11794.1,Cluster_11794_1.p1
Cluster-39351.1,Cluster_39351_1.p1
Cluster-39351.1,Cluster_39351_1.p2
Cluster-39351.0,Cluster_39351_0.p1
Cluster-39351.0,Cluster_39351_0.p2
Cluster-49066.7,Cluster_49066_7.p1
Cluster-49066.6,Cluster_49066_6.p1
Cluster-42212.0,Cluster_42212_0.p1
Cluster-49066.4,Cluster_49066_4.p1
Cluster-49066.3,Cluster_49066_3.p1
Cluster-49066.0,Cluster_49066_0.p1
Cluster-38257.1,Cluster_38257_1.p1
Cluster-38257.1,Cluster_38257_1.p2
Cluster-38257.1,Cluster_38257_1.p3
Cluster-34758.1,Cluster_34758_1.p1
Cluster-34758.1,Cluster_34758_1.p2
Cluster-34758.0,Cluster_34758_0.p1
Cluster-34758.0,Cluster_34758_0.p2
Cluster-34758.0,Cluster_34758_0.p3
Cluster-34758.0,Cluster_34758_0.p4
Cluster-34758.0,Cluster_34758_0.p5
Cluster-29115.0,Cluster_29115_0.p1
Cluster-46197.2,Cluster_46197_2.p1
Cluster-46197.1,Cluster_46197_1.p1
Cluster-46197.0,Cluster_46197_0.p1
Cluster-46197.0,Cluster_46197_0.p2
Cluster-10224.1,Cluster_10224_1.p1
Cluster-40743.0,Cluster_40743_0.p1
Cluster-45228.0,Cluster_45228_0.p1
Cluster-45228.0,Cluster_45228_0.p2
Cluster-45228.0,Cluster_45228_0.p3
Cluster-45228.0,Cluster_45228_0.p4
Cluster-52091.0,Cluster_52091_0.p1
Cluster-52091.0,Cluster_52091_0.p2
Cluster-55222.0,Cluster_55222_0.p1
Cluster-55222.0,Cluster_55222_0.p2
Cluster-55222.0,Cluster_55222_0.p3
Cluster-60211.0,Cluster_60211_0.p1
Cluster-60211.0,Cluster_60211_0.p2
Cluster-48056.0,Cluster_48056_0.p1
Cluster-50735.0,Cluster_50735_0.p1
Cluster-54575.0,Cluster_54575_0.p1
Cluster-59429.0,Cluster_59429_0.p1
Cluster-59429.0,Cluster_59429_0.p2
Cluster-59429.2,Cluster_59429_2.p1
Cluster-59429.2,Cluster_59429_2.p2
Cluster-11238.0,Cluster_11238_0.p1
Cluster-48771.0,Cluster_48771_0.p1
Cluster-40598.5,Cluster_40598_5.p1
Cluster-40598.5,Cluster_40598_5.p2
Cluster-40598.5,Cluster_40598_5.p3
Cluster-40598.5,Cluster_40598_5.p4
Cluster-40598.5,Cluster_40598_5.p5
Cluster-40598.2,Cluster_40598_2.p1
Cluster-40598.2,Cluster_40598_2.p2
Cluster-40598.2,Cluster_40598_2.p3
Cluster-40598.2,Cluster_40598_2.p4
Cluster-40598.2,Cluster_40598_2.p5
Cluster-40598.3,Cluster_40598_3.p1
Cluster-40598.3,Cluster_40598_3.p2
Cluster-40598.3,Cluster_40598_3.p3
Cluster-40598.3,Cluster_40598_3.p4
Cluster-40598.0,Cluster_40598_0.p1
Cluster-40598.0,Cluster_40598_0.p2
Cluster-40598.0,Cluster_40598_0.p3
Cluster-40598.0,Cluster_40598_0.p4
Cluster-40598.1,Cluster_40598_1.p1
Cluster-40598.1,Cluster_40598_1.p2
Cluster-40598.1,Cluster_40598_1.p3
Cluster-40598.1,Cluster_40598_1.p4
Cluster-61967.0,Cluster_61967_0.p1
Cluster-61967.0,Cluster_61967_0.p2
Cluster-55960.3,Cluster_55960_3.p1
Cluster-55960.3,Cluster_55960_3.p2
Cluster-55960.2,Cluster_55960_2.p1
Cluster-55960.2,Cluster_55960_2.p2
Cluster-47239.1,Cluster_47239_1.p1
Cluster-47239.1,Cluster_47239_1.p2
Cluster-24630.1,Cluster_24630_1.p1
Cluster-24630.1,Cluster_24630_1.p2
Cluster-44448.8,Cluster_44448_8.p1
Cluster-44448.9,Cluster_44448_9.p1
Cluster-42992.0,Cluster_42992_0.p1
Cluster-42992.0,Cluster_42992_0.p2
Cluster-44448.4,Cluster_44448_4.p1
Cluster-44448.4,Cluster_44448_4.p2
Cluster-44448.0,Cluster_44448_0.p1
Cluster-44448.0,Cluster_44448_0.p2
Cluster-44448.2,Cluster_44448_2.p1
Cluster-44448.2,Cluster_44448_2.p2
Cluster-44203.0,Cluster_44203_0.p1
Cluster-11417.1,Cluster_11417_1.p1
Cluster-62220.1,Cluster_62220_1.p1
Cluster-19270.0,Cluster_19270_0.p1
Cluster-52056.1,Cluster_52056_1.p1
Cluster-52056.1,Cluster_52056_1.p2
Cluster-23587.0,Cluster_23587_0.p1
Cluster-23587.0,Cluster_23587_0.p2
Cluster-32041.2,Cluster_32041_2.p1
Cluster-56965.0,Cluster_56965_0.p1
Cluster-30131.2,Cluster_30131_2.p1
Cluster-30131.2,Cluster_30131_2.p2
Cluster-30131.6,Cluster_30131_6.p1
Cluster-30131.6,Cluster_30131_6.p2
Cluster-30131.4,Cluster_30131_4.p1
Cluster-30131.4,Cluster_30131_4.p2
Cluster-30131.5,Cluster_30131_5.p1
Cluster-30131.8,Cluster_30131_8.p1
Cluster-47113.2,Cluster_47113_2.p1
Cluster-47113.2,Cluster_47113_2.p2
Cluster-22064.0,Cluster_22064_0.p1
Cluster-22064.1,Cluster_22064_1.p1
Cluster-11482.0,Cluster_11482_0.p1
Cluster-11482.2,Cluster_11482_2.p1
Cluster-22125.9,Cluster_22125_9.p1
Cluster-22125.6,Cluster_22125_6.p1
Cluster-22125.6,Cluster_22125_6.p2
Cluster-22125.6,Cluster_22125_6.p3
Cluster-22125.7,Cluster_22125_7.p1
Cluster-22125.7,Cluster_22125_7.p2
Cluster-22125.4,Cluster_22125_4.p1
Cluster-38145.0,Cluster_38145_0.p1
Cluster-27762.0,Cluster_27762_0.p1
Cluster-22125.3,Cluster_22125_3.p1
Cluster-22125.3,Cluster_22125_3.p2
Cluster-22125.3,Cluster_22125_3.p3
Cluster-30634.4,Cluster_30634_4.p1
Cluster-43880.3,Cluster_43880_3.p1
Cluster-43880.3,Cluster_43880_3.p2
Cluster-27165.0,Cluster_27165_0.p1
Cluster-17487.0,Cluster_17487_0.p1
Cluster-17487.0,Cluster_17487_0.p2
Cluster-35144.9,Cluster_35144_9.p1
Cluster-35144.9,Cluster_35144_9.p2
Cluster-35144.8,Cluster_35144_8.p1
Cluster-33990.0,Cluster_33990_0.p1
Cluster-33990.0,Cluster_33990_0.p2
Cluster-35144.1,Cluster_35144_1.p1
Cluster-35144.5,Cluster_35144_5.p1
Cluster-35144.5,Cluster_35144_5.p2
Cluster-35144.6,Cluster_35144_6.p1
Cluster-35144.6,Cluster_35144_6.p2
Cluster-35144.6,Cluster_35144_6.p3
Cluster-35144.6,Cluster_35144_6.p4
Cluster-15795.0,Cluster_15795_0.p1
Cluster-40050.0,Cluster_40050_0.p1
Cluster-40050.0,Cluster_40050_0.p2
Cluster-40050.0,Cluster_40050_0.p3
Cluster-1775.0,Cluster_1775_0.p1
Cluster-55815.0,Cluster_55815_0.p1
Cluster-55815.0,Cluster_55815_0.p2
Cluster-44133.0,Cluster_44133_0.p1
Cluster-49819.0,Cluster_49819_0.p1
Cluster-49819.0,Cluster_49819_0.p2
Cluster-17342.0,Cluster_17342_0.p1
Cluster-14394.3,Cluster_14394_3.p1
Cluster-23462.0,Cluster_23462_0.p1
Cluster-12249.0,Cluster_12249_0.p1
Cluster-12249.0,Cluster_12249_0.p2
Cluster-41443.0,Cluster_41443_0.p1
Cluster-38247.0,Cluster_38247_0.p1
Cluster-20922.8,Cluster_20922_8.p1
Cluster-20922.8,Cluster_20922_8.p2
Cluster-20922.7,Cluster_20922_7.p1
Cluster-20922.7,Cluster_20922_7.p2
Cluster-20922.5,Cluster_20922_5.p1
Cluster-20922.5,Cluster_20922_5.p2
Cluster-20922.4,Cluster_20922_4.p1
Cluster-20922.4,Cluster_20922_4.p2
Cluster-20922.3,Cluster_20922_3.p1
Cluster-20922.3,Cluster_20922_3.p2
Cluster-20922.2,Cluster_20922_2.p1
Cluster-20922.1,Cluster_20922_1.p1
Cluster-20922.0,Cluster_20922_0.p1
Cluster-20922.0,Cluster_20922_0.p2
Cluster-20922.0,Cluster_20922_0.p3
Cluster-42052.0,Cluster_42052_0.p1
Cluster-42052.0,Cluster_42052_0.p2
Cluster-62140.0,Cluster_62140_0.p1
Cluster-27928.0,Cluster_27928_0.p1
Cluster-57634.1,Cluster_57634_1.p1
Cluster-57634.1,Cluster_57634_1.p2
Cluster-57634.1,Cluster_57634_1.p3
Cluster-43615.0,Cluster_43615_0.p1
Cluster-38038.0,Cluster_38038_0.p1
Cluster-41222.1,Cluster_41222_1.p1
Cluster-31895.0,Cluster_31895_0.p1
Cluster-61574.0,Cluster_61574_0.p1
Cluster-43918.0,Cluster_43918_0.p1
Cluster-43918.0,Cluster_43918_0.p2
Cluster-40909.0,Cluster_40909_0.p1
Cluster-7989.2,Cluster_7989_2.p1
Cluster-7989.2,Cluster_7989_2.p2
Cluster-7989.2,Cluster_7989_2.p3
Cluster-7989.3,Cluster_7989_3.p1
Cluster-7989.3,Cluster_7989_3.p2
Cluster-7989.3,Cluster_7989_3.p3
Cluster-7989.1,Cluster_7989_1.p1
Cluster-7989.4,Cluster_7989_4.p1
Cluster-7989.5,Cluster_7989_5.p1
Cluster-7989.5,Cluster_7989_5.p2
Cluster-40861.0,Cluster_40861_0.p1
Cluster-28200.0,Cluster_28200_0.p1
Cluster-53551.1,Cluster_53551_1.p1
Cluster-53551.1,Cluster_53551_1.p2
Cluster-40187.0,Cluster_40187_0.p1
Cluster-40187.0,Cluster_40187_0.p2
Cluster-62829.0,Cluster_62829_0.p1
Cluster-55128.0,Cluster_55128_0.p1
Cluster-55128.0,Cluster_55128_0.p2
Cluster-55128.0,Cluster_55128_0.p3
Cluster-53320.0,Cluster_53320_0.p1
Cluster-53320.0,Cluster_53320_0.p2
Cluster-46254.0,Cluster_46254_0.p1
Cluster-41503.1,Cluster_41503_1.p1
Cluster-41503.1,Cluster_41503_1.p2
Cluster-31969.0,Cluster_31969_0.p1
Cluster-31969.0,Cluster_31969_0.p2
Cluster-31969.0,Cluster_31969_0.p3
Cluster-34076.0,Cluster_34076_0.p1
Cluster-34076.0,Cluster_34076_0.p2
Cluster-47333.1,Cluster_47333_1.p1
Cluster-22590.0,Cluster_22590_0.p1
Cluster-47029.1,Cluster_47029_1.p1
Cluster-47029.1,Cluster_47029_1.p2
Cluster-35071.0,Cluster_35071_0.p1
Cluster-15769.0,Cluster_15769_0.p1
Cluster-40122.9,Cluster_40122_9.p1
Cluster-40122.9,Cluster_40122_9.p2
Cluster-51057.0,Cluster_51057_0.p1
Cluster-51057.0,Cluster_51057_0.p2
Cluster-13391.0,Cluster_13391_0.p1
Cluster-29017.0,Cluster_29017_0.p1
Cluster-29017.0,Cluster_29017_0.p2
Cluster-29017.0,Cluster_29017_0.p3
Cluster-29017.0,Cluster_29017_0.p4
Cluster-29017.0,Cluster_29017_0.p5
Cluster-20554.0,Cluster_20554_0.p1
Cluster-3185.2,Cluster_3185_2.p1
Cluster-3185.3,Cluster_3185_3.p1
Cluster-3185.3,Cluster_3185_3.p2
Cluster-3185.1,Cluster_3185_1.p1
Cluster-3185.7,Cluster_3185_7.p1
Cluster-3185.5,Cluster_3185_5.p1
Cluster-60788.0,Cluster_60788_0.p1
Cluster-60788.0,Cluster_60788_0.p2
Cluster-44287.0,Cluster_44287_0.p1
Cluster-44287.0,Cluster_44287_0.p2
Cluster-44287.0,Cluster_44287_0.p3
Cluster-15567.0,Cluster_15567_0.p1
Cluster-6138.1,Cluster_6138_1.p1
Cluster-6138.2,Cluster_6138_2.p1
Cluster-43628.0,Cluster_43628_0.p1
Cluster-58461.2,Cluster_58461_2.p1
Cluster-58461.0,Cluster_58461_0.p1
Cluster-53184.1,Cluster_53184_1.p1
Cluster-53184.1,Cluster_53184_1.p2
Cluster-53184.1,Cluster_53184_1.p3
Cluster-53184.3,Cluster_53184_3.p1
Cluster-53184.3,Cluster_53184_3.p2
Cluster-53184.2,Cluster_53184_2.p1
Cluster-53184.2,Cluster_53184_2.p2
Cluster-44875.0,Cluster_44875_0.p1
Cluster-44875.1,Cluster_44875_1.p1
Cluster-44875.1,Cluster_44875_1.p2
Cluster-53184.7,Cluster_53184_7.p1
Cluster-53184.7,Cluster_53184_7.p2
Cluster-53184.6,Cluster_53184_6.p1
Cluster-33216.0,Cluster_33216_0.p1
Cluster-8275.2,Cluster_8275_2.p1
Cluster-44493.0,Cluster_44493_0.p1
Cluster-44493.0,Cluster_44493_0.p2
Cluster-44493.0,Cluster_44493_0.p3
Cluster-60929.0,Cluster_60929_0.p1
Cluster-60929.0,Cluster_60929_0.p2
Cluster-60929.0,Cluster_60929_0.p3
Cluster-54400.1,Cluster_54400_1.p1
Cluster-34177.0,Cluster_34177_0.p1
Cluster-46520.0,Cluster_46520_0.p1
Cluster-46520.0,Cluster_46520_0.p2
Cluster-46520.0,Cluster_46520_0.p3
Cluster-62596.0,Cluster_62596_0.p1
Cluster-43168.0,Cluster_43168_0.p1
Cluster-43168.0,Cluster_43168_0.p2
Cluster-60878.0,Cluster_60878_0.p1
Cluster-48908.0,Cluster_48908_0.p1
Cluster-48908.0,Cluster_48908_0.p2
Cluster-48908.0,Cluster_48908_0.p3
Cluster-47886.5,Cluster_47886_5.p1
Cluster-3272.1,Cluster_3272_1.p1
Cluster-3272.0,Cluster_3272_0.p1
Cluster-26614.0,Cluster_26614_0.p1
Cluster-62288.0,Cluster_62288_0.p1
Cluster-14441.3,Cluster_14441_3.p1
Cluster-37517.3,Cluster_37517_3.p1
Cluster-37517.9,Cluster_37517_9.p1
Cluster-37517.8,Cluster_37517_8.p1
Cluster-47646.1,Cluster_47646_1.p1
Cluster-47646.0,Cluster_47646_0.p1
Cluster-11529.0,Cluster_11529_0.p1
Cluster-11529.0,Cluster_11529_0.p2
Cluster-59440.0,Cluster_59440_0.p1
Cluster-59440.0,Cluster_59440_0.p2
Cluster-47545.1,Cluster_47545_1.p1
Cluster-47545.1,Cluster_47545_1.p2
Cluster-34630.0,Cluster_34630_0.p1
Cluster-47458.0,Cluster_47458_0.p1
Cluster-57967.0,Cluster_57967_0.p1
Cluster-25949.0,Cluster_25949_0.p1
Cluster-20346.0,Cluster_20346_0.p1
Cluster-20346.0,Cluster_20346_0.p2
Cluster-18219.0,Cluster_18219_0.p1
Cluster-54852.0,Cluster_54852_0.p1
Cluster-48256.0,Cluster_48256_0.p1
Cluster-57438.0,Cluster_57438_0.p1
Cluster-57438.0,Cluster_57438_0.p2
Cluster-63013.0,Cluster_63013_0.p1
Cluster-32009.1,Cluster_32009_1.p1
Cluster-32009.2,Cluster_32009_2.p1
Cluster-32009.2,Cluster_32009_2.p2
Cluster-53356.3,Cluster_53356_3.p1
Cluster-53356.1,Cluster_53356_1.p1
Cluster-51819.0,Cluster_51819_0.p1
Cluster-51819.0,Cluster_51819_0.p2
Cluster-51819.0,Cluster_51819_0.p3
Cluster-51819.0,Cluster_51819_0.p4
Cluster-22635.3,Cluster_22635_3.p1
Cluster-58302.0,Cluster_58302_0.p1
Cluster-58302.0,Cluster_58302_0.p2
Cluster-58302.0,Cluster_58302_0.p3
Cluster-22635.1,Cluster_22635_1.p1
Cluster-62885.0,Cluster_62885_0.p1
Cluster-62885.0,Cluster_62885_0.p2
Cluster-32132.0,Cluster_32132_0.p1
Cluster-30614.0,Cluster_30614_0.p1
Cluster-30614.0,Cluster_30614_0.p2
Cluster-30614.0,Cluster_30614_0.p3
Cluster-30614.0,Cluster_30614_0.p4
Cluster-54814.1,Cluster_54814_1.p1
Cluster-54814.1,Cluster_54814_1.p2
Cluster-54814.1,Cluster_54814_1.p3
Cluster-1844.0,Cluster_1844_0.p1
Cluster-6643.4,Cluster_6643_4.p1
Cluster-6643.3,Cluster_6643_3.p1
Cluster-10652.0,Cluster_10652_0.p1
Cluster-57611.2,Cluster_57611_2.p1
Cluster-57611.2,Cluster_57611_2.p2
Cluster-57611.2,Cluster_57611_2.p3
Cluster-55338.0,Cluster_55338_0.p1
Cluster-30633.0,Cluster_30633_0.p1
Cluster-54205.0,Cluster_54205_0.p1
Cluster-42752.0,Cluster_42752_0.p1
Cluster-57150.0,Cluster_57150_0.p1
Cluster-27471.0,Cluster_27471_0.p1
Cluster-13809.1,Cluster_13809_1.p1
Cluster-13809.1,Cluster_13809_1.p2
Cluster-13809.0,Cluster_13809_0.p1
Cluster-13809.0,Cluster_13809_0.p2
Cluster-13809.3,Cluster_13809_3.p1
Cluster-13809.3,Cluster_13809_3.p2
Cluster-13809.2,Cluster_13809_2.p1
Cluster-13809.2,Cluster_13809_2.p2
Cluster-13809.4,Cluster_13809_4.p1
Cluster-13809.4,Cluster_13809_4.p2
Cluster-13809.4,Cluster_13809_4.p3
Cluster-2598.14,Cluster_2598_14.p1
Cluster-31608.0,Cluster_31608_0.p1
Cluster-28688.0,Cluster_28688_0.p1
Cluster-28688.0,Cluster_28688_0.p2
Cluster-28688.0,Cluster_28688_0.p3
Cluster-28688.0,Cluster_28688_0.p4
Cluster-39811.2,Cluster_39811_2.p1
Cluster-39811.3,Cluster_39811_3.p1
Cluster-39811.1,Cluster_39811_1.p1
Cluster-40362.0,Cluster_40362_0.p1
Cluster-30512.0,Cluster_30512_0.p1
Cluster-30512.0,Cluster_30512_0.p2
Cluster-28709.4,Cluster_28709_4.p1
Cluster-40845.9,Cluster_40845_9.p1
Cluster-59567.0,Cluster_59567_0.p1
Cluster-59567.0,Cluster_59567_0.p2
Cluster-41556.0,Cluster_41556_0.p1
Cluster-41556.0,Cluster_41556_0.p2
Cluster-41556.0,Cluster_41556_0.p3
Cluster-41556.0,Cluster_41556_0.p4
Cluster-52237.0,Cluster_52237_0.p1
Cluster-52237.0,Cluster_52237_0.p2
Cluster-52237.0,Cluster_52237_0.p3
Cluster-52237.0,Cluster_52237_0.p4
Cluster-52546.0,Cluster_52546_0.p1
Cluster-20273.0,Cluster_20273_0.p1
Cluster-20273.1,Cluster_20273_1.p1
Cluster-45373.0,Cluster_45373_0.p1
Cluster-45373.0,Cluster_45373_0.p2
Cluster-3446.0,Cluster_3446_0.p1
Cluster-3446.0,Cluster_3446_0.p2
Cluster-54206.0,Cluster_54206_0.p1
Cluster-32598.0,Cluster_32598_0.p1
Cluster-49570.23,Cluster_49570_23.p1
Cluster-55704.0,Cluster_55704_0.p1
Cluster-61145.0,Cluster_61145_0.p1
Cluster-61145.0,Cluster_61145_0.p2
Cluster-61145.0,Cluster_61145_0.p3
Cluster-5871.0,Cluster_5871_0.p1
Cluster-19579.5,Cluster_19579_5.p1
Cluster-19579.1,Cluster_19579_1.p1
Cluster-41621.4,Cluster_41621_4.p1
Cluster-41621.4,Cluster_41621_4.p2
Cluster-41621.4,Cluster_41621_4.p3
Cluster-41621.3,Cluster_41621_3.p1
Cluster-41026.0,Cluster_41026_0.p1
Cluster-41026.0,Cluster_41026_0.p2
Cluster-41026.0,Cluster_41026_0.p3
Cluster-41026.0,Cluster_41026_0.p4
Cluster-57245.2,Cluster_57245_2.p1
Cluster-57245.2,Cluster_57245_2.p2
Cluster-57245.1,Cluster_57245_1.p1
Cluster-57245.1,Cluster_57245_1.p2
Cluster-57245.1,Cluster_57245_1.p3
Cluster-22021.0,Cluster_22021_0.p1
Cluster-27965.0,Cluster_27965_0.p1
Cluster-22870.8,Cluster_22870_8.p1
Cluster-22870.8,Cluster_22870_8.p2
Cluster-22870.8,Cluster_22870_8.p3
Cluster-22870.8,Cluster_22870_8.p4
Cluster-32791.0,Cluster_32791_0.p1
Cluster-13213.29,Cluster_13213_29.p1
Cluster-13213.29,Cluster_13213_29.p2
Cluster-13213.28,Cluster_13213_28.p1
Cluster-13213.28,Cluster_13213_28.p2
Cluster-29384.0,Cluster_29384_0.p1
Cluster-40328.0,Cluster_40328_0.p1
Cluster-16415.0,Cluster_16415_0.p1
Cluster-16415.0,Cluster_16415_0.p2
Cluster-16415.0,Cluster_16415_0.p3
Cluster-44474.1,Cluster_44474_1.p1
Cluster-44474.1,Cluster_44474_1.p2
Cluster-53768.0,Cluster_53768_0.p1
Cluster-53768.0,Cluster_53768_0.p2
Cluster-53768.0,Cluster_53768_0.p3
Cluster-44474.3,Cluster_44474_3.p1
Cluster-8792.0,Cluster_8792_0.p1
Cluster-44474.2,Cluster_44474_2.p1
Cluster-49710.0,Cluster_49710_0.p1
Cluster-53804.0,Cluster_53804_0.p1
Cluster-42812.8,Cluster_42812_8.p1
Cluster-42812.8,Cluster_42812_8.p2
Cluster-31432.2,Cluster_31432_2.p1
Cluster-31432.2,Cluster_31432_2.p2
Cluster-31432.1,Cluster_31432_1.p1
Cluster-31432.1,Cluster_31432_1.p2
Cluster-31432.1,Cluster_31432_1.p3
Cluster-31432.0,Cluster_31432_0.p1
Cluster-31432.0,Cluster_31432_0.p2
Cluster-31432.0,Cluster_31432_0.p3
Cluster-31432.0,Cluster_31432_0.p4
Cluster-56557.0,Cluster_56557_0.p1
Cluster-56557.0,Cluster_56557_0.p2
Cluster-6948.0,Cluster_6948_0.p1
Cluster-48325.0,Cluster_48325_0.p1
Cluster-38739.0,Cluster_38739_0.p1
Cluster-33968.5,Cluster_33968_5.p1
Cluster-33968.4,Cluster_33968_4.p1
Cluster-33968.1,Cluster_33968_1.p1
Cluster-33968.0,Cluster_33968_0.p1
Cluster-33968.3,Cluster_33968_3.p1
Cluster-33968.2,Cluster_33968_2.p1
Cluster-58682.0,Cluster_58682_0.p1
Cluster-36243.0,Cluster_36243_0.p1
Cluster-36243.0,Cluster_36243_0.p2
Cluster-20887.2,Cluster_20887_2.p1
Cluster-20887.2,Cluster_20887_2.p2
Cluster-20887.2,Cluster_20887_2.p3
Cluster-61713.0,Cluster_61713_0.p1
Cluster-59128.0,Cluster_59128_0.p1
Cluster-35263.7,Cluster_35263_7.p1
Cluster-35263.7,Cluster_35263_7.p2
Cluster-35263.7,Cluster_35263_7.p3
Cluster-35263.7,Cluster_35263_7.p4
Cluster-35263.7,Cluster_35263_7.p5
Cluster-35263.7,Cluster_35263_7.p6
Cluster-35263.5,Cluster_35263_5.p1
Cluster-35263.5,Cluster_35263_5.p2
Cluster-35263.5,Cluster_35263_5.p3
Cluster-35263.5,Cluster_35263_5.p4
Cluster-35263.5,Cluster_35263_5.p5
Cluster-35263.5,Cluster_35263_5.p6
Cluster-35263.4,Cluster_35263_4.p1
Cluster-35263.4,Cluster_35263_4.p2
Cluster-35263.4,Cluster_35263_4.p3
Cluster-35263.4,Cluster_35263_4.p4
Cluster-35263.4,Cluster_35263_4.p5
Cluster-35263.4,Cluster_35263_4.p6
Cluster-4438.0,Cluster_4438_0.p1
Cluster-53722.0,Cluster_53722_0.p1
Cluster-53722.0,Cluster_53722_0.p2
Cluster-53722.0,Cluster_53722_0.p3
Cluster-53722.0,Cluster_53722_0.p4
Cluster-31546.5,Cluster_31546_5.p1
Cluster-19505.0,Cluster_19505_0.p1
Cluster-41153.2,Cluster_41153_2.p1
Cluster-21954.0,Cluster_21954_0.p1
Cluster-34297.0,Cluster_34297_0.p1
Cluster-5685.0,Cluster_5685_0.p1
Cluster-58661.0,Cluster_58661_0.p1
Cluster-7760.0,Cluster_7760_0.p1
Cluster-46041.0,Cluster_46041_0.p1
Cluster-46041.0,Cluster_46041_0.p2
Cluster-33585.2,Cluster_33585_2.p1
Cluster-33585.0,Cluster_33585_0.p1
Cluster-57511.1,Cluster_57511_1.p1
Cluster-57511.0,Cluster_57511_0.p1
Cluster-25427.0,Cluster_25427_0.p1
Cluster-25427.0,Cluster_25427_0.p2
Cluster-25427.1,Cluster_25427_1.p1
Cluster-25427.1,Cluster_25427_1.p2
Cluster-19484.1,Cluster_19484_1.p1
Cluster-19484.1,Cluster_19484_1.p2
Cluster-19484.1,Cluster_19484_1.p3
Cluster-6397.2,Cluster_6397_2.p1
Cluster-6397.2,Cluster_6397_2.p2
Cluster-6397.2,Cluster_6397_2.p3
Cluster-6397.2,Cluster_6397_2.p4
Cluster-6397.2,Cluster_6397_2.p5
Cluster-29916.0,Cluster_29916_0.p1
Cluster-29408.3,Cluster_29408_3.p1
Cluster-45954.4,Cluster_45954_4.p1
Cluster-45954.1,Cluster_45954_1.p1
Cluster-39426.14,Cluster_39426_14.p1
Cluster-45954.3,Cluster_45954_3.p1
Cluster-45954.2,Cluster_45954_2.p1
Cluster-57804.1,Cluster_57804_1.p1
Cluster-57804.1,Cluster_57804_1.p2
Cluster-58158.0,Cluster_58158_0.p1
Cluster-61151.0,Cluster_61151_0.p1
Cluster-61151.0,Cluster_61151_0.p2
Cluster-32647.0,Cluster_32647_0.p1
Cluster-14282.0,Cluster_14282_0.p1
Cluster-22454.2,Cluster_22454_2.p1
Cluster-22454.4,Cluster_22454_4.p1
Cluster-51945.0,Cluster_51945_0.p1
Cluster-61221.0,Cluster_61221_0.p1
Cluster-57804.3,Cluster_57804_3.p1
Cluster-57804.3,Cluster_57804_3.p2
Cluster-11819.4,Cluster_11819_4.p1
Cluster-11819.4,Cluster_11819_4.p2
Cluster-11819.0,Cluster_11819_0.p1
Cluster-11819.0,Cluster_11819_0.p2
Cluster-11819.1,Cluster_11819_1.p1
Cluster-11819.2,Cluster_11819_2.p1
Cluster-11819.3,Cluster_11819_3.p1
Cluster-11819.3,Cluster_11819_3.p2
Cluster-27120.0,Cluster_27120_0.p1
Cluster-27120.0,Cluster_27120_0.p2
Cluster-19181.0,Cluster_19181_0.p1
Cluster-19181.0,Cluster_19181_0.p2
Cluster-46212.1,Cluster_46212_1.p1
Cluster-10479.1,Cluster_10479_1.p1
Cluster-10479.1,Cluster_10479_1.p2
Cluster-10479.1,Cluster_10479_1.p3
Cluster-10479.0,Cluster_10479_0.p1
Cluster-10479.0,Cluster_10479_0.p2
Cluster-10479.0,Cluster_10479_0.p3
Cluster-10479.0,Cluster_10479_0.p4
Cluster-23979.0,Cluster_23979_0.p1
Cluster-10479.2,Cluster_10479_2.p1
